locus tag	pan locus tag	pan gene symbol
SAOUHSC_01100	SAUPAN003383000	trxA
S454		-
SAOUHSC_01101	SAUPAN003384000	-
SAOUHSC_01102	SAUPAN003385000	uvrC
S455		-
SAOUHSC_01103	SAUPAN003387000	sdhC
SAOUHSC_01104	SAUPAN003388000	sdhA
SAOUHSC_01105	SAUPAN003389000	sdhB
S456		-
SAOUHSC_01106	SAUPAN003390000	murI
SAOUHSC_01107	SAUPAN003391000	-
SAOUHSC_01108	SAUPAN003392000	-
SAOUHSC_01109	SAUPAN003393000	-
SAOUHSC_01110	SAUPAN003394000	ecb
S457		-
SAOUHSC_01111	SAUPAN003396000	-
SAOUHSC_01112	SAUPAN003398000	flr
S458		-
SAOUHSC_01113	SAUPAN003400000	-
SAOUHSC_01114	SAUPAN003402000	efb
S459		-
SAOUHSC_01115	SAUPAN003405000	scc
S460		-
SAOUHSC_01118	SAUPAN003412000	-
SAOUHSC_A01079	SAUPAN003413000	-
SAOUHSC_01119	SAUPAN003414000	-
S461		-
SAOUHSC_A01081	SAUPAN003415000	-
S462		-
SAOUHSC_01120	SAUPAN003416000	-
S463		-
SAOUHSC_01121	SAUPAN003418000	hla
S464		-
S465		-
SAOUHSC_01122	SAUPAN003420000	-
SAOUHSC_01123	SAUPAN003421000	-
SAOUHSC_01124	SAUPAN003426000	ssl12
SAOUHSC_01125	SAUPAN003427000	ssl13
SAOUHSC_01127	SAUPAN003428000	ssl14
SAOUHSC_01128	SAUPAN003429000	argF
SAOUHSC_01129	SAUPAN003430000	arcC1
SAOUHSC_01130	SAUPAN003431000	-
S466		-
SAOUHSC_01131	SAUPAN003434000	-
S467		-
S468		-
SAOUHSC_01133	SAUPAN003435000	eta
SAOUHSC_01134	SAUPAN003437000	-
S469		-
SAOUHSC_T0006	SAUPAN003438000	trnaR
S470		-
SAOUHSC_01135	SAUPAN003440000	psmβ1
SAOUHSC_01136	SAUPAN003441000	psmβ2
SAOUHSC_01137	SAUPAN003442000	-
SAOUHSC_01138	SAUPAN003443000	-
SAOUHSC_01139/SAOUHSC_01141	SAUPAN003446000	bshC
SAOUHSC_01142	SAUPAN003448000	mraZ
SAOUHSC_01143	SAUPAN003449000	mraW
SAOUHSC_01144	SAUPAN003450000	ftsL
SAOUHSC_01145	SAUPAN003451000	pbp1
S472		-
SAOUHSC_01146	SAUPAN003452000	mraY
SAOUHSC_01147	SAUPAN003453000	murD
SAOUHSC_01148	SAUPAN003454000	divIB
SAOUHSC_01149	SAUPAN003455000	ftsA
SAOUHSC_01150	SAUPAN003456000	ftsZ
S473		-
S474		-
SAOUHSC_01152	SAUPAN003457000	-
SAOUHSC_01153	SAUPAN003459000	-
SAOUHSC_01154	SAUPAN003460000	sepF
SAOUHSC_01155	SAUPAN003461000	-
S475		-
SAOUHSC_01156	SAUPAN003462000	-
SAOUHSC_01158	SAUPAN003463000	-
S476		-
S477		-
SAOUHSC_01159	SAUPAN003465000	ileS
S478		-
SAOUHSC_01160	SAUPAN003469000	-
S479		-
SAOUHSC_01161	SAUPAN003472000	-
SAOUHSC_01162	SAUPAN003476000	lspA
SAOUHSC_01163	SAUPAN003477000	-
S480		-
S481		-
SAOUHSC_01164	SAUPAN003478000	pyrR
S482		-
SAOUHSC_01165	SAUPAN003479000	pyrP
SAOUHSC_01166	SAUPAN003480000	pyrB
SAOUHSC_01168	SAUPAN003481000	pyrC
SAOUHSC_01169	SAUPAN003482000	carA
SAOUHSC_01170	SAUPAN003483000	carB
S483		-
SAOUHSC_01171	SAUPAN003484000	pyrF
SAOUHSC_01172	SAUPAN003485000	pyrE
SAOUHSC_01173	SAUPAN003487000	-
S484		-
SAOUHSC_01174	SAUPAN003488000	-
S485		-
SAOUHSC_01175	SAUPAN003490000	rqcH
SAOUHSC_01176	SAUPAN003491000	gmk
SAOUHSC_01177	SAUPAN003492000	rpoZ
S486		-
S487		-
SAOUHSC_01178	SAUPAN003493000	coaBC
SAOUHSC_01179	SAUPAN003494000	priA
SAOUHSC_01180	SAUPAN003496000	-
S488		-
SAOUHSC_01181	SAUPAN003497000	-
SAOUHSC_01182	SAUPAN003498000	def2
SAOUHSC_01183	SAUPAN003499000	fmt
SAOUHSC_01184	SAUPAN003500000	sun
SAOUHSC_01185	SAUPAN003501000	rlmN
SAOUHSC_01186	SAUPAN003502000	stp1
SAOUHSC_01187	SAUPAN003503000	pknB
SAOUHSC_01188	SAUPAN003504000	rsgA
SAOUHSC_01189	SAUPAN003505000	cfxE
SAOUHSC_01190	SAUPAN003506000	thiN
S490		-
S491		-
SAOUHSC_01191	SAUPAN003507000	rpmB
S492		-
SAOUHSC_01192	SAUPAN003508000	-
SAOUHSC_01193	SAUPAN003509000	fakA
SAOUHSC_01194	SAUPAN003511000	recG
S493		-
SAOUHSC_01196	SAUPAN003512000	fapR
SAOUHSC_01197	SAUPAN003513000	plsX
SAOUHSC_01198	SAUPAN003514000	fabD
SAOUHSC_01199	SAUPAN003515000	fabG
S494		-
SAOUHSC_01200	SAUPAN003518000	-
S495		-
SAOUHSC_01201	SAUPAN003519000	acpP
S496		-
SAOUHSC_01203	SAUPAN003520000	rnc
S497		-
SAOUHSC_01204	SAUPAN003521000	smc
SAOUHSC_01205	SAUPAN003522000	ftsY
SAOUHSC_01206	SAUPAN003523000	-
SAOUHSC_01207	SAUPAN003524000	ffh
S498		-
SAOUHSC_01208	SAUPAN003527000	rpsP
S499		-
SAOUHSC_01209	SAUPAN003528000	rimM
SAOUHSC_01210	SAUPAN003529000	trmD
S500		-
SAOUHSC_01211	SAUPAN003530000	rplS
S501		-
SAOUHSC_01212	SAUPAN003533000	-
SAOUHSC_01213	SAUPAN003534000	-
S502		-
SAOUHSC_01214	SAUPAN003535000	rbgA
SAOUHSC_01215	SAUPAN003536000	rnhB
SAOUHSC_01216	SAUPAN003537000	sucC
SAOUHSC_01218	SAUPAN003538000	sucD
SAOUHSC_01219	SAUPAN003539000	lytN
SAOUHSC_01220	SAUPAN003542000	fmhC
SAOUHSC_01221	SAUPAN003545000	dprA
S503		-
SAOUHSC_01222	SAUPAN003548000	topA
S504		-
SAOUHSC_01223	SAUPAN003549000	gid
S505		-
SAOUHSC_01224	SAUPAN003550000	xerC
SAOUHSC_01225	SAUPAN003551000	hslV
SAOUHSC_01226	SAUPAN003552000	hslU
SAOUHSC_01228	SAUPAN003553000	codY
S506		-
SAOUHSC_01230	SAUPAN003554000	-
S507		-
S508		-
SAOUHSC_01232	SAUPAN003555000	rpsB
SAOUHSC_01233	SAUPAN003556000	-
SAOUHSC_01234	SAUPAN003557000	tsf
S509		-
SAOUHSC_01235	SAUPAN003558000	pyrH
SAOUHSC_01236	SAUPAN003559000	frr
S510		-
S511		-
SAOUHSC_01237	SAUPAN003561000	uppS
SAOUHSC_01238	SAUPAN003562000	cdsA
S512		-
SAOUHSC_01239	SAUPAN003563000	rasP
SAOUHSC_01240	SAUPAN003564000	proS
S513		-
SAOUHSC_01241	SAUPAN003565000	polC
S514		-
S515		-
SAOUHSC_01242	SAUPAN003566000	rimP
SAOUHSC_01243	SAUPAN003567000	nusA
SAOUHSC_01244	SAUPAN003568000	rnpM
SAOUHSC_01245	SAUPAN003569000	rplGA
SAOUHSC_01246	SAUPAN003570000	infB
S516		-
S517		-
SAOUHSC_01247	SAUPAN003571000	rbfA
S518		-
SAOUHSC_01248	SAUPAN003572000	truB
SAOUHSC_01249	SAUPAN003573000	ribC
S519		-
SAOUHSC_01250	SAUPAN003574000	rpsO
S520		-
SAOUHSC_01251	SAUPAN003575000	pnpA
S521		-
SAOUHSC_01252	SAUPAN003576000	rnjB
S522		-
SAOUHSC_01253	SAUPAN003577000	spoIIIE
SAOUHSC_01254	SAUPAN003578000	-
SAOUHSC_01255	SAUPAN003579000	-
SAOUHSC_01256	SAUPAN003580000	-
SAOUHSC_01257	SAUPAN003582000	-
S523		-
SAOUHSC_01258	SAUPAN003583000	-
SAOUHSC_01259	SAUPAN003584000	-
SAOUHSC_01260	SAUPAN003585000	pgsA
S524		-
SAOUHSC_01261	SAUPAN003586000	cinA
S525		-
S526		-
SAOUHSC_01262	SAUPAN003587000	recA
S527		-
S528		-
SAOUHSC_01263	SAUPAN003588000	rny
SAOUHSC_01264	SAUPAN003590000	-
SAOUHSC_01265	SAUPAN003591000	-
SAOUHSC_01266	SAUPAN003592000	-
SAOUHSC_01267	SAUPAN003593000	-
S529		-
SAOUHSC_01268	SAUPAN003595000	-
S530		-
SAOUHSC_01269	SAUPAN003596000	miaB
SAOUHSC_01270	SAUPAN003597000	-
SAOUHSC_01271	SAUPAN003598000	-
S531		-
SAOUHSC_01272	SAUPAN003600000	mutS
SAOUHSC_01273	SAUPAN003607000	mutL
SAOUHSC_01274	SAUPAN003609000	glpP
S532		-
S533		-
SAOUHSC_01275	SAUPAN003611000	glpF
S534		-
SAOUHSC_01276	SAUPAN003612000	glpK
S535		-
SAOUHSC_01278	SAUPAN003613000	glpD
SAOUHSC_01279	SAUPAN003615000	-
SAOUHSC_01280	SAUPAN003618000	miaA
SAOUHSC_01281	SAUPAN003619000	hfq
S536		-
SAOUHSC_01282	SAUPAN003622000	bsaA
SAOUHSC_01283	SAUPAN003623000	hflX
SAOUHSC_01284	SAUPAN003624000	-
SAOUHSC_01285	SAUPAN003625000	glnR
SAOUHSC_01287	SAUPAN003626000	glnA
S537		-
SAOUHSC_01288	SAUPAN003627000	-
S538		-
SAOUHSC_01289	SAUPAN003629000	-
SAOUHSC_01290	SAUPAN003631000	-
S539		-
SAOUHSC_01291	SAUPAN003634000	-
SAOUHSC_01292	SAUPAN003635000	-
S540		-
SAOUHSC_01293	SAUPAN003637000	-
SAOUHSC_01294	SAUPAN003640000	-
SAOUHSC_01295	SAUPAN003641000	-
SAOUHSC_01296	SAUPAN003651000	-
S541		-
SAOUHSC_01297	SAUPAN003661000	-
SAOUHSC_01298	SAUPAN003666000	-
SAOUHSC_01299	SAUPAN003667000	-
SAOUHSC_01300	SAUPAN003668000	-
SAOUHSC_01301	SAUPAN003670000	-
S542		-
SAOUHSC_01303	SAUPAN003654000	-
SAOUHSC_01304	SAUPAN003655000	-
SAOUHSC_01305	SAUPAN003672000	-
SAOUHSC_01306	SAUPAN003673000	-
SAOUHSC_01307	SAUPAN003680000	-
SAOUHSC_1307a		-
SAOUHSC_01310	SAUPAN003683000	cls1
SAOUHSC_01311	SAUPAN003685000	-
SAOUHSC_01312	SAUPAN003688000	-
SAOUHSC_01313	SAUPAN003689000	-
SAOUHSC_01314	SAUPAN003690000	-
SAOUHSC_01315	SAUPAN003692000	-
SAOUHSC_01316	SAUPAN003694000	nuc2
SAOUHSC_01317	SAUPAN003696000	-
S545		-
S546		-
S547		-
SAOUHSC_01318	SAUPAN003697000	-
SAOUHSC_01319	SAUPAN003698000	thrD
S548		-
S549		-
SAOUHSC_01320	SAUPAN003700000	hom
SAOUHSC_01321	SAUPAN003701000	thrC
SAOUHSC_01322	SAUPAN003702000	thrB
SAOUHSC_01323	SAUPAN003703000	-
SAOUHSC_01324	SAUPAN003704000	-
SAOUHSC_01325	SAUPAN003705000	-
SAOUHSC_01326	SAUPAN003706000	-
S550		-
SAOUHSC_01327	SAUPAN003707000	katA
S551		-
SAOUHSC_01328	SAUPAN003708000	rpmG2
S552		-
SAOUHSC_01329	SAUPAN003709000	rpsN2
S553		-
SAOUHSC_01330	SAUPAN003710000	guaC
SAOUHSC_01331	SAUPAN003711000	-
S554		-
S555		-
SAOUHSC_01332	SAUPAN003712000	-
S556		-
SAOUHSC_01333	SAUPAN003714000	lexA
SAOUHSC_01334	SAUPAN003715000	-
S557		-
SAOUHSC_01336	SAUPAN003716000	-
S558		-
SAOUHSC_01337	SAUPAN003717000	tkt
S559		-
SAOUHSC_01338	SAUPAN003718000	-
SAOUHSC_01339	SAUPAN003719000	-
S560		-
SAOUHSC_01340	SAUPAN003720000	-
SAOUHSC_01341	SAUPAN003721000	sbcD
SAOUHSC_01343	SAUPAN003722000	sbcC
SAOUHSC_1342a		-
S562		-
SAOUHSC_01346	SAUPAN003728000	opuD1
SAOUHSC_01347	SAUPAN003735000	citB
S563		-
SAOUHSC_01348	SAUPAN003738000	-
S564		-
SAOUHSC_01349	SAUPAN003739000	-
S565		-
S566		-
SAOUHSC_01350	SAUPAN003740000	plsY
S567		-
SAOUHSC_01351	SAUPAN003741000	parE
SAOUHSC_01352	SAUPAN003742000	parC
S568		-
SAOUHSC_01353	SAUPAN003743000	-
SAOUHSC_01354	SAUPAN003744000	alsT
S569		-
SAOUHSC_01356	SAUPAN003746000	glcT
SAOUHSC_01357	SAUPAN003747000	-
SAOUHSC_01358	SAUPAN003748000	cozEb
S570		-
SAOUHSC_01359	SAUPAN003749000	mprF
S571		-
SAOUHSC_01360	SAUPAN003750000	msrA2
S572		-
S573		-
SAOUHSC_01361	SAUPAN003751000	msrR
S574		-
SAOUHSC_01362	SAUPAN003756000	dmpI
SAOUHSC_01363	SAUPAN003757000	umuC
S575		-
SAOUHSC_01364	SAUPAN003758000	tyrA
SAOUHSC_01365	SAUPAN003759000	-
S576		-
S577		-
SAOUHSC_01366	SAUPAN003762000	trpE
SAOUHSC_01367	SAUPAN003763000	trpG
SAOUHSC_01368	SAUPAN003764000	trpD
SAOUHSC_01369	SAUPAN003765000	trpC
SAOUHSC_01370	SAUPAN003766000	trpF
SAOUHSC_01371	SAUPAN003767000	trpB
SAOUHSC_01372	SAUPAN003768000	trpA
S578		-
S579		-
SAOUHSC_01373	SAUPAN003769000	femA
SAOUHSC_01374	SAUPAN003770000	femB
SAOUHSC_01375	SAUPAN003780000	-
SAOUHSC_01376	SAUPAN003782000	-
S580		-
SAOUHSC_01377	SAUPAN003784000	opp-2F
SAOUHSC_01378	SAUPAN003785000	opp-2D
SAOUHSC_01379	SAUPAN003786000	opp-2C
SAOUHSC_01380	SAUPAN003787000	opp-2B
SAOUHSC_01381	SAUPAN003788000	-
SAOUHSC_01382	SAUPAN003789000	-
S581		-
SAOUHSC_01383	SAUPAN003790000	-
S582		-
SAOUHSC_01384	SAUPAN003793000	phoU
SAOUHSC_01385	SAUPAN003794000	pstB
SAOUHSC_01386	SAUPAN003795000	pstA
SAOUHSC_01387	SAUPAN003796000	pstC
SAOUHSC_01388	SAUPAN003797000	-
SAOUHSC_01389	SAUPAN003798000	pstS
SAOUHSC_A01332	SAUPAN003801000	-
SAOUHSC_01390	SAUPAN003802000	-
SAOUHSC_01391	SAUPAN003803000	cvfB
SAOUHSC_01392	SAUPAN003804000	-
S583		-
S584		-
SAOUHSC_01394	SAUPAN003806000	lysC
SAOUHSC_01395	SAUPAN003807000	asd
SAOUHSC_01396	SAUPAN003808000	dapA
SAOUHSC_01397	SAUPAN003809000	dapB
SAOUHSC_01398	SAUPAN003810000	dapD
S585		-
SAOUHSC_01399	SAUPAN003811000	dapI
SAOUHSC_01400	SAUPAN003812000	alr2
SAOUHSC_01401	SAUPAN003813000	lysA
S586		-
SAOUHSC_01402	SAUPAN003815000	msa
S587		-
SAOUHSC_01403	SAUPAN003817000	cspA
S588		-
SAOUHSC_01404	SAUPAN003818000	-
SAOUHSC_01405	SAUPAN003819000	-
SAOUHSC_01406	SAUPAN003820000	acyP
SAOUHSC_01407	SAUPAN003821000	xpaC
SAOUHSC_01408	SAUPAN003822000	-
S589		-
SAOUHSC_01409	SAUPAN003824000	tnp1
SAOUHSC_01411	SAUPAN003825000	brnQ3
S590		-
SAOUHSC_01412	SAUPAN003826000	-
SAOUHSC_01413	SAUPAN003827000	-
S591		-
SAOUHSC_01414	SAUPAN003828000	-
SAOUHSC_01415	SAUPAN003829000	-
S592		-
S593		-
SAOUHSC_01416	SAUPAN003830000	sucB
SAOUHSC_01418	SAUPAN003831000	sucA
S594		-
SAOUHSC_01419	SAUPAN003833000	arlS
SAOUHSC_01420	SAUPAN003835000	arlR
S595		-
SAOUHSC_01421	SAUPAN003837000	-
SAOUHSC_01422	SAUPAN003838000	-
S596		-
S597		-
SAOUHSC_01423	SAUPAN003842000	pgpB
SAOUHSC_01424	SAUPAN003843000	murG
SAOUHSC_01425	SAUPAN003844000	-
S598		-
SAOUHSC_01427	SAUPAN003849000	ctpA
SAOUHSC_01428	SAUPAN003850000	-
S599		-
SAOUHSC_01429	SAUPAN003852000	-
SAOUHSC_01430	SAUPAN003853000	crr
SAOUHSC_01431	SAUPAN003854000	msrB
SAOUHSC_01432	SAUPAN003856000	msrA1
SAOUHSC_01433	SAUPAN003857000	fakB2
SAOUHSC_01434	SAUPAN003858000	dfrA
S600		-
SAOUHSC_01435	SAUPAN003859000	thyA
S601		-
SAOUHSC_01436	SAUPAN003860000	-
SAOUHSC_01437	SAUPAN003861000	cvfC
SAOUHSC_01438	SAUPAN003862000	-
SAOUHSC_01439	SAUPAN003863000	-
S602		-
SAOUHSC_01440	SAUPAN003864000	-
S603		-
SAOUHSC_01441	SAUPAN003868000	-
SAOUHSC_01442	SAUPAN003870000	-
SAOUHSC_01443	SAUPAN003871000	rnhA
SAOUHSC_01447	SAUPAN003878000	ebh
S604		-
SAOUHSC_01448	SAUPAN003890000	norB
S605		-
SAOUHSC_01450	SAUPAN003891000	-
SAOUHSC_01451	SAUPAN003892000	ilvA1
S606		-
SAOUHSC_01452	SAUPAN003893000	ald1
SAOUHSC_01454	SAUPAN003894000	-
SAOUHSC_01455	SAUPAN003895000	dynA
S607		-
SAOUHSC_01456	SAUPAN003897000	-
S608		-
SAOUHSC_01458	SAUPAN003898000	-
SAOUHSC_01459	SAUPAN003899000	-
S609		-
SAOUHSC_01460	SAUPAN003900000	-
S610		-
S611		-
SAOUHSC_01462	SAUPAN003904000	gpsB
SAOUHSC_01463	SAUPAN003905000	-
SAOUHSC_01464	SAUPAN003906000	-
SAOUHSC_01465	SAUPAN003907000	-
S612		-
SAOUHSC_01466	SAUPAN003909000	recU
SAOUHSC_01467	SAUPAN003910000	pbp2
SAOUHSC_01468	SAUPAN003911000	-
SAOUHSC_01469	SAUPAN003912000	nth
SAOUHSC_01470	SAUPAN003913000	dnaD
SAOUHSC_01471	SAUPAN003914000	asnC
SAOUHSC_01472	SAUPAN003915000	dinG
SAOUHSC_01473	SAUPAN003916000	birA
SAOUHSC_01474	SAUPAN003917000	papS
SAOUHSC_01475	SAUPAN003918000	bshA
S614		-
SAOUHSC_01476	SAUPAN003919000	-
SAOUHSC_01477	SAUPAN003920000	-
SAOUHSC_01478	SAUPAN003921000	-
SAOUHSC_01479	SAUPAN003922000	-
SAOUHSC_01480	SAUPAN003923000	-
S615		-
SAOUHSC_01481	SAUPAN003924000	aroA
SAOUHSC_01482	SAUPAN003925000	aroB
SAOUHSC_01483	SAUPAN003926000	aroC
SAOUHSC_01484	SAUPAN003927000	-
SAOUHSC_01485	SAUPAN003929000	ndk
S616		-
SAOUHSC_01486	SAUPAN003930000	hepT
SAOUHSC_01487	SAUPAN003931000	ubiE
S617		-
SAOUHSC_01488	SAUPAN003932000	-
SAOUHSC_01489	SAUPAN003933000	-
SAOUHSC_01490	SAUPAN003934000	hup
S618		-
SAOUHSC_01491	SAUPAN003935000	gpsA
SAOUHSC_01492	SAUPAN003936000	engA
S619		-
SAOUHSC_01493	SAUPAN003937000	rpsA
S620		-
SAOUHSC_A01436	SAUPAN003938000	-
SAOUHSC_01494	SAUPAN003939000	-
SAOUHSC_01495	SAUPAN003941000	-
SAOUHSC_01496	SAUPAN003942000	cmk
SAOUHSC_01497	SAUPAN003943000	ansA
SAOUHSC_01499	SAUPAN003944000	-
SAOUHSC_01500	SAUPAN003945000	-
SAOUHSC_01501	SAUPAN003946000	ebpS
S622		-
SAOUHSC_01502	SAUPAN003947000	recQ2
SAOUHSC_01503	SAUPAN003948000	-
S623		-
S624		-
S625		-
SAOUHSC_01504	SAUPAN003949000	fer
SAOUHSC_01505	SAUPAN003950000	ribU
S626		-
SAOUHSC_01507	SAUPAN003952000	-
SAOUHSC_01508	SAUPAN003953000	-
SAOUHSC_01510	SAUPAN003958000	-
SAOUHSC_01511	SAUPAN003960000	-
SAOUHSC_01512	SAUPAN003957000	-
SAOUHSC_01513		-
S627		-
SAOUHSC_01514	SAUPAN001625000	-
S628		-
SAOUHSC_A01455	SAUPAN001626000	-
S629		-
SAOUHSC_01515		-
SAOUHSC_01516	SAUPAN001627000	-
SAOUHSC_01517	SAUPAN001710000	-
SAOUHSC_01518	SAUPAN001813000	-
SAOUHSC_01519	SAUPAN001814000	-
SAOUHSC_01520	SAUPAN001815000	-
SAOUHSC_01521	SAUPAN001816000	-
SAOUHSC_01522	SAUPAN001817000	-
SAOUHSC_01523	SAUPAN001818000	-
SAOUHSC_01524	SAUPAN001819000	-
SAOUHSC_01525		-
SAOUHSC_01526	SAUPAN001823000	-
SAOUHSC_01527	SAUPAN001824000	-
SAOUHSC_01528	SAUPAN001825000	-
S630		-
SAOUHSC_01529	SAUPAN001826000	-
SAOUHSC_01530	SAUPAN001827000	-
SAOUHSC_01531	SAUPAN001828000	-
SAOUHSC_01532	SAUPAN001829000	-
SAOUHSC_01533	SAUPAN001830000	-
S631		-
SAOUHSC_01535	SAUPAN001831000	-
SAOUHSC_01536	SAUPAN001832000	-
SAOUHSC_01537	SAUPAN001833000	-
SAOUHSC_01538	SAUPAN001834000	-
SAOUHSC_01539	SAUPAN001835000	-
SAOUHSC_01540	SAUPAN001836000	-
SAOUHSC_01541		-
SAOUHSC_01542	SAUPAN001768000	-
SAOUHSC_01543	SAUPAN001769000	-
SAOUHSC_01544	SAUPAN001628000	-
SAOUHSC_01545	SAUPAN001629000	-
SAOUHSC_01546	SAUPAN001630000	-
SAOUHSC_01547	SAUPAN001631000	-
SAOUHSC_01548	SAUPAN001577000	-
SAOUHSC_01549		-
SAOUHSC_01550	SAUPAN001409000	-
SAOUHSC_01551	SAUPAN001384000	-
SAOUHSC_01552	SAUPAN001416000	dut
SAOUHSC_01553	SAUPAN001415000	-
SAOUHSC_01554	SAUPAN001472000	-
SAOUHSC_01555	SAUPAN001471000	-
SAOUHSC_01556	SAUPAN001414000	-
SAOUHSC_01557	SAUPAN001469000	-
SAOUHSC_01558	SAUPAN001511000	-
SAOUHSC_01559	SAUPAN001839000	-
SAOUHSC_01560	SAUPAN001454000	-
SAOUHSC_01561		-
SAOUHSC_01562	SAUPAN001451000	-
SAOUHSC_01563	SAUPAN001439000	-
SAOUHSC_01565	SAUPAN001438000	-
SAOUHSC_01566	SAUPAN001437000	-
SAOUHSC_01567	SAUPAN001436000	-
SAOUHSC_01568	SAUPAN001560000	-
S632		-
SAOUHSC_01569	SAUPAN001434000	-
SAOUHSC_01570	SAUPAN005164000	-
SAOUHSC_01571	SAUPAN005165000	-
S633		-
SAOUHSC_01572	SAUPAN005166000	-
SAOUHSC_01573	SAUPAN005167000	-
SAOUHSC_01574	SAUPAN005131000	-
SAOUHSC_A01514	SAUPAN005168000	-
SAOUHSC_01575	SAUPAN005125000	-
SAOUHSC_01576	SAUPAN005132000	-
SAOUHSC_01577	SAUPAN005135000	-
S634		-
SAOUHSC_01578	SAUPAN005158000	-
SAOUHSC_01579		-
SAOUHSC_01580	SAUPAN001319000	-
S635		-
SAOUHSC_01582	SAUPAN001246000	int1
S636		-
SAOUHSC_01583	SAUPAN003962000	-
SAOUHSC_01584	SAUPAN003954000	-
S637		-
SAOUHSC_01585	SAUPAN004024000	srrB
SAOUHSC_01586	SAUPAN004025000	srrA
S638		-
SAOUHSC_01587	SAUPAN004026000	rluB
SAOUHSC_01588	SAUPAN004027000	scpB
SAOUHSC_01589	SAUPAN004028000	scpA
SAOUHSC_01590	SAUPAN004029000	-
SAOUHSC_01591	SAUPAN004030000	xerD
SAOUHSC_01592	SAUPAN004031000	fur
SAOUHSC_01593	SAUPAN004032000	nudF
SAOUHSC_01594	SAUPAN004033000	-
SAOUHSC_01595	SAUPAN004034000	-
SAOUHSC_01596	SAUPAN004035000	-
S639		-
SAOUHSC_01597	SAUPAN004036000	proC
SAOUHSC_01598	SAUPAN004037000	rnz
S640		-
SAOUHSC_01599	SAUPAN004039000	zwf
S641		-
SAOUHSC_01600	SAUPAN004041000	-
SAOUHSC_01601	SAUPAN004042000	malA
SAOUHSC_01602	SAUPAN004044000	malR
SAOUHSC_01603	SAUPAN004045000	-
SAOUHSC_01604	SAUPAN004046000	-
S642		-
SAOUHSC_01605	SAUPAN004063000	gnd
SAOUHSC_01606	SAUPAN004064000	-
S643		-
S644		-
SAOUHSC_01607	SAUPAN004065000	-
SAOUHSC_01608	SAUPAN004066000	-
SAOUHSC_01609	SAUPAN004067000	-
SAOUHSC_01610	SAUPAN004068000	-
S645		-
SAOUHSC_01611	SAUPAN004070000	bmfBB
SAOUHSC_01612	SAUPAN004071000	bfmBAB
SAOUHSC_01613	SAUPAN004072000	bfmBAA
SAOUHSC_01614	SAUPAN004073000	lpdA
S646		-
SAOUHSC_01615	SAUPAN004074000	recN
SAOUHSC_01617	SAUPAN004075000	argR
S647		-
SAOUHSC_01618	SAUPAN004076000	ispA
SAOUHSC_01619	SAUPAN004077000	xseB
SAOUHSC_01620	SAUPAN004078000	xseA
SAOUHSC_01621	SAUPAN004079000	nusB
SAOUHSC_01622	SAUPAN004080000	-
SAOUHSC_01623	SAUPAN004081000	accC
SAOUHSC_01624	SAUPAN004082000	accB
S648		-
SAOUHSC_01625	SAUPAN004106000	efp
SAOUHSC_01626	SAUPAN004107000	pepQ2
SAOUHSC_01627	SAUPAN004108000	-
SAOUHSC_01628	SAUPAN004109000	-
SAOUHSC_01629	SAUPAN004110000	lipM
S649		-
SAOUHSC_01630	SAUPAN004111000	-
S650		-
S651		-
SAOUHSC_01632	SAUPAN004112000	gcvPB
SAOUHSC_01633	SAUPAN004113000	gcvPA
SAOUHSC_01634	SAUPAN004114000	gcvT
S652		-
SAOUHSC_01635	SAUPAN004116000	aroK
SAOUHSC_01636	SAUPAN004117000	-
SAOUHSC_01637	SAUPAN004118000	comGF
SAOUHSC_01638	SAUPAN004119000	comGE
SAOUHSC_01639	SAUPAN004120000	comGD
SAOUHSC_01640	SAUPAN004121000	comGC
SAOUHSC_01641	SAUPAN004122000	comGB
SAOUHSC_01643	SAUPAN004123000	comGA
SAOUHSC_01644	SAUPAN004124000	-
SAOUHSC_01645	SAUPAN004125000	-
SAOUHSC_01646	SAUPAN004126000	glk
SAOUHSC_01647	SAUPAN004127000	-
SAOUHSC_01649	SAUPAN004129000	-
SAOUHSC_01650	SAUPAN004131000	-
SAOUHSC_01651	SAUPAN004132000	rpmG
SAOUHSC_01652	SAUPAN004133000	pbp3
SAOUHSC_01653	SAUPAN004134000	sodA
S653		-
SAOUHSC_01655	SAUPAN004135000	zur
SAOUHSC_01656	SAUPAN004136000	znuB
SAOUHSC_01657	SAUPAN004137000	znuC
S654		-
SAOUHSC_01658	SAUPAN004138000	nfo
SAOUHSC_01659	SAUPAN004139000	cshB
S655		-
SAOUHSC_01660	SAUPAN004140000	-
SAOUHSC_01661	SAUPAN004141000	trmK
SAOUHSC_01662	SAUPAN004142000	sigA
S656		-
SAOUHSC_01663	SAUPAN004143000	dnaG
SAOUHSC_01664	SAUPAN004144000	-
SAOUHSC_01665	SAUPAN004145000	ccpN
S657		-
S658		-
S659		-
SAOUHSC_01666	SAUPAN004146000	glyS
SAOUHSC_01667	SAUPAN004147000	recO
SAOUHSC_01668	SAUPAN004148000	era
SAOUHSC_01669	SAUPAN004149000	-
SAOUHSC_01670	SAUPAN004150000	cdd
SAOUHSC_01671	SAUPAN004151000	dgkA
SAOUHSC_01672	SAUPAN004152000	ybeY
SAOUHSC_01673	SAUPAN004153000	phoH
S661		-
SAOUHSC_01675	SAUPAN004155000	-
SAOUHSC_01676	SAUPAN004156000	-
SAOUHSC_01677	SAUPAN004157000	-
S662		-
S663		-
