# Program:featureCounts v1.6.3; Command:"featureCounts" "--extraAttributes" "Name" "-t" "gene" "-g" "ID" "-F" "GTF" "-T" "3" "-a" "tmp/reference.gff" "-o" "tmp/counts.txt" "tmp/mapped_reads/SRR10379721_mapped.sam" "tmp/mapped_reads/SRR10379722_mapped.sam" "tmp/mapped_reads/SRR10379723_mapped.sam" "tmp/mapped_reads/SRR10379724_mapped.sam" "tmp/mapped_reads/SRR10379725_mapped.sam" "tmp/mapped_reads/SRR10379726_mapped.sam" 
Geneid	Chr	Start	End	Strand	Length	Name	tmp/mapped_reads/SRR10379721_mapped.sam	tmp/mapped_reads/SRR10379722_mapped.sam	tmp/mapped_reads/SRR10379723_mapped.sam	tmp/mapped_reads/SRR10379724_mapped.sam	tmp/mapped_reads/SRR10379725_mapped.sam	tmp/mapped_reads/SRR10379726_mapped.sam
gene-SAOUHSC_01690	CP000253.1	1600402	1601376	-	975	SAOUHSC_01690	4709	3113	4350	1406	1434	90
gene-SAOUHSC_01691	CP000253.1	1601433	1603580	-	2148	SAOUHSC_01691	1898	1486	1592	1789	1964	195
gene-SAOUHSC_01692	CP000253.1	1603639	1604070	-	432	SAOUHSC_01692	2185	1955	1445	3703	4088	430
gene-SAOUHSC_01693	CP000253.1	1604192	1604878	-	687	SAOUHSC_01693	1283	951	1013	881	1061	117
gene-SAOUHSC_01694	CP000253.1	1604918	1605634	-	717	SAOUHSC_01694	5013	3933	3556	6273	6096	592
gene-SAOUHSC_01695	CP000253.1	1605637	1605990	-	354	SAOUHSC_01695	3345	2913	2450	3911	5412	895
gene-SAOUHSC_01696	CP000253.1	1605991	1606575	-	585	SAOUHSC_01696	2900	2835	2232	4912	6294	1571
gene-SAOUHSC_01697	CP000253.1	1606565	1607134	-	570	SAOUHSC_01697	2781	2223	2111	2674	3692	633
gene-SAOUHSC_01698	CP000253.1	1607137	1607427	-	291	SAOUHSC_01698	631	532	477	706	686	48
gene-SAOUHSC_01699	CP000253.1	1607431	1608237	-	807	SAOUHSC_01699	1959	1521	1436	2067	2263	281
gene-SAOUHSC_01700	CP000253.1	1608251	1609351	-	1101	SAOUHSC_01700	4003	3200	2800	3909	4054	526
gene-SAOUHSC_01701	CP000253.1	1609352	1609879	-	528	SAOUHSC_01701	1892	1605	1491	1936	2295	213
gene-SAOUHSC_01702	CP000253.1	1609899	1610585	-	687	SAOUHSC_01702	1744	1436	1208	2040	2121	140
gene-SAOUHSC_01703	CP000253.1	1610631	1610792	-	162	SAOUHSC_01703	2	2	5	3	17	1
gene-SAOUHSC_01704	CP000253.1	1610899	1611168	+	270	SAOUHSC_01704	66	44	68	136	210	12
gene-SAOUHSC_01705	CP000253.1	1611370	1612074	-	705	SAOUHSC_01705	419	280	258	206	324	30
gene-SAOUHSC_01706	CP000253.1	1612536	1613756	-	1221	SAOUHSC_01706	2083	1458	1343	1658	2406	116
gene-SAOUHSC_01707	CP000253.1	1614045	1615274	-	1230	SAOUHSC_01707	1764	1415	1104	1596	2093	139
gene-SAOUHSC_01708	CP000253.1	1615287	1616039	-	753	SAOUHSC_01708	963	827	691	866	1436	205
gene-SAOUHSC_01709	CP000253.1	1616039	1617400	-	1362	SAOUHSC_01709	1570	1586	1037	1766	3611	504
gene-SAOUHSC_01710	CP000253.1	1617414	1617863	-	450	SAOUHSC_01710	301	281	211	442	917	53
gene-SAOUHSC_01711	CP000253.1	1617865	1618779	-	915	SAOUHSC_01711	742	656	430	1355	2173	274
gene-SAOUHSC_01712	CP000253.1	1618865	1619566	-	702	SAOUHSC_01712	488	496	260	1244	1858	321
gene-SAOUHSC_01714	CP000253.1	1619925	1620401	-	477	SAOUHSC_01714	9466	7370	6798	9364	9412	892
gene-SAOUHSC_01715	CP000253.1	1620429	1621052	-	624	SAOUHSC_01715	7170	6337	5302	6558	8173	1360
gene-SAOUHSC_01716	CP000253.1	1621052	1622320	-	1269	SAOUHSC_01716	8786	7586	6379	7115	6618	1726
gene-SAOUHSC_01717	CP000253.1	1622332	1623255	-	924	SAOUHSC_01717	4064	3732	2871	2950	3288	429
gene-SAOUHSC_01718	CP000253.1	1623258	1623896	-	639	SAOUHSC_01718	1178	829	944	986	1004	35
gene-SAOUHSC_01719	CP000253.1	1624181	1624489	-	309	SAOUHSC_01719	6268	4634	4823	9672	12781	4060
gene-SAOUHSC_01720	CP000253.1	1624504	1624932	-	429	SAOUHSC_01720	5806	5309	4841	10855	20454	3919
gene-SAOUHSC_01721	CP000253.1	1624936	1625196	-	261	SAOUHSC_01721	4170	3186	3044	9033	13671	1485
gene-SAOUHSC_01722	CP000253.1	1625259	1627889	-	2631	SAOUHSC_01722	7657	5773	6833	13040	16144	4582
gene-SAOUHSC_01723	CP000253.1	1628232	1630709	-	2478	SAOUHSC_01723	5641	4260	4342	2989	3410	483
gene-SAOUHSC_01724	CP000253.1	1630711	1631379	-	669	SAOUHSC_01724	577	472	422	574	707	53
gene-SAOUHSC_01725	CP000253.1	1631841	1632614	-	774	SAOUHSC_01725	8829	7355	6049	6894	7212	1734
gene-SAOUHSC_01726	CP000253.1	1632623	1632925	-	303	SAOUHSC_01726	2396	1831	1686	1899	2356	357
gene-SAOUHSC_01727	CP000253.1	1632959	1634101	-	1143	SAOUHSC_01727	9641	8153	7072	9608	12980	1628
gene-SAOUHSC_01728	CP000253.1	1634413	1635426	+	1014	SAOUHSC_01728	2439	1834	1530	1988	1985	575
gene-SAOUHSC_01729	CP000253.1	1635663	1635809	-	147	SAOUHSC_01729	12372	9724	10124	48620	86437	6284
gene-SAOUHSC_01730	CP000253.1	1635849	1636031	-	183	SAOUHSC_01730	8440	6733	5225	25059	49668	3143
gene-SAOUHSC_01732	CP000253.1	1636204	1636554	-	351	SAOUHSC_01732	2918	2110	1936	4616	8050	2260
gene-SAOUHSC_01733	CP000253.1	1636551	1636727	-	177	SAOUHSC_01733	117	74	62	61	27	2
gene-SAOUHSC_01734	CP000253.1	1636666	1637913	+	1248	SAOUHSC_01734	7747	6942	5394	9490	8940	1300
gene-SAOUHSC_01735	CP000253.1	1638074	1638847	-	774	SAOUHSC_01735	3787	3465	2249	5865	4837	437
gene-SAOUHSC_01736	CP000253.1	1638847	1638975	-	129	SAOUHSC_01736	168	104	116	185	136	58
gene-SAOUHSC_01737	CP000253.1	1639308	1641074	-	1767	SAOUHSC_01737	3696	3143	2766	5935	8310	2006
gene-SAOUHSC_01738	CP000253.1	1641090	1642352	-	1263	SAOUHSC_01738	1189	985	921	1642	2144	303
gene-SAOUHSC_01739	CP000253.1	1642813	1643688	-	876	SAOUHSC_01739	3810	2943	2608	7303	11160	870
gene-SAOUHSC_01741	CP000253.1	1643685	1644137	-	453	SAOUHSC_01741	1871	1692	1271	4275	5165	884
gene-SAOUHSC_01742	CP000253.1	1644149	1646338	-	2190	SAOUHSC_01742	9162	7305	6301	20772	27791	4518
gene-SAOUHSC_01743	CP000253.1	1646766	1647284	-	519	SAOUHSC_01743	5168	3087	3989	3291	3161	528
gene-SAOUHSC_01744	CP000253.1	1647306	1649579	-	2274	SAOUHSC_01744	9320	5595	7246	4591	4744	423
gene-SAOUHSC_01746	CP000253.1	1649782	1652001	-	2220	SAOUHSC_01746	12596	9708	9447	16277	17580	1934
gene-SAOUHSC_01747	CP000253.1	1652336	1652596	-	261	SAOUHSC_01747	4162	3562	2701	5968	5233	473
gene-SAOUHSC_01748	CP000253.1	1652615	1653754	-	1140	SAOUHSC_01748	7848	7526	6015	6341	8896	1438
gene-SAOUHSC_01749	CP000253.1	1653777	1654802	-	1026	SAOUHSC_01749	6415	6341	5286	3940	6056	1050
gene-SAOUHSC_01750	CP000253.1	1654804	1655808	-	1005	SAOUHSC_01750	7275	7223	5877	5398	8097	2433
gene-SAOUHSC_01751	CP000253.1	1655840	1656442	-	603	SAOUHSC_01751	4130	3817	3249	3591	4947	408
gene-SAOUHSC_01752	CP000253.1	1656456	1656911	-	456	SAOUHSC_01752	2450	2474	1753	3026	2146	312
gene-SAOUHSC_01753	CP000253.1	1656924	1658216	-	1293	SAOUHSC_01753	11717	11574	9099	11351	16429	3372
gene-SAOUHSC_01755	CP000253.1	1658571	1658855	-	285	SAOUHSC_01755	57298	54832	47587	28745	31811	12364
gene-SAOUHSC_01756	CP000253.1	1658867	1659187	-	321	SAOUHSC_01756	32353	28933	28744	15341	19333	3123
gene-SAOUHSC_01757	CP000253.1	1659193	1659501	-	309	SAOUHSC_01757	76736	75476	72577	40512	81546	11883
gene-SAOUHSC_01758	CP000253.1	1659668	1660198	-	531	SAOUHSC_01758	4347	3355	4002	1708	1230	107
gene-SAOUHSC_01759	CP000253.1	1660198	1661040	-	843	SAOUHSC_01759	13211	11339	12080	4851	5360	336
gene-SAOUHSC_01760	CP000253.1	1661240	1661359	-	120	SAOUHSC_01760	30841	21048	28344	2862	3129	218
gene-SAOUHSC_01761	CP000253.1	1661433	1661906	-	474	SAOUHSC_01761	48910	32695	48205	5350	6417	235
gene-SAOUHSC_01762	CP000253.1	1662380	1662664	-	285	SAOUHSC_01762	3676	2692	3127	1794	1428	90
gene-SAOUHSC_01763	CP000253.1	1662732	1663388	-	657	SAOUHSC_01763	3626	2786	3484	367	239	48
gene-SAOUHSC_01764	CP000253.1	1663415	1664122	-	708	SAOUHSC_01764	1920	1622	2032	275	158	8
gene-SAOUHSC_01765	CP000253.1	1664224	1664334	+	111	SAOUHSC_01765	302	139	376	49	31	1
gene-SAOUHSC_01766	CP000253.1	1664392	1665663	-	1272	SAOUHSC_01766	15010	13708	11202	42121	50519	7397
gene-SAOUHSC_01767	CP000253.1	1665676	1668306	-	2631	SAOUHSC_01767	18405	18481	14207	53943	65754	11237
gene-SAOUHSC_01768	CP000253.1	1668709	1669269	+	561	SAOUHSC_01768	3048	2232	2330	4420	5380	737
gene-SAOUHSC_01769	CP000253.1	1669492	1670565	-	1074	SAOUHSC_01769	6157	3973	4490	10570	7375	1277
gene-SAOUHSC_01770	CP000253.1	1670599	1670700	-	102	SAOUHSC_01770	568	311	321	763	571	20
gene-SAOUHSC_01771	CP000253.1	1670761	1672047	-	1287	SAOUHSC_01771	11955	9370	9044	9014	10035	2044
gene-SAOUHSC_01772	CP000253.1	1672095	1673069	-	975	SAOUHSC_01772	4517	3784	3310	3439	3484	603
gene-SAOUHSC_01773	CP000253.1	1673072	1673740	-	669	SAOUHSC_01773	2288	1866	1705	1326	1185	102
gene-SAOUHSC_01774	CP000253.1	1673762	1674688	-	927	SAOUHSC_01774	8307	6637	6148	5699	6253	969
gene-SAOUHSC_01775	CP000253.1	1674730	1675545	-	816	SAOUHSC_01775	4118	3088	3326	4518	5354	1318
gene-SAOUHSC_01776	CP000253.1	1675567	1676913	-	1347	SAOUHSC_01776	28264	25973	21016	55718	66166	8536
gene-SAOUHSC_01777	CP000253.1	1677130	1677720	-	591	SAOUHSC_01777	1129	984	886	1471	2017	290
gene-SAOUHSC_01778	CP000253.1	1677874	1679136	-	1263	SAOUHSC_01778	38044	29992	26161	24232	22778	5701
gene-SAOUHSC_01779	CP000253.1	1679287	1680588	-	1302	SAOUHSC_01779	65585	44024	50932	27887	25102	4422
gene-SAOUHSC_01780	CP000253.1	1680636	1680746	-	111	SAOUHSC_01780	40	30	89	56	209	30
gene-SAOUHSC_01781	CP000253.1	1680751	1681680	-	930	SAOUHSC_01781	4155	3942	3678	3056	4257	337
gene-SAOUHSC_01782	CP000253.1	1681699	1682307	-	609	SAOUHSC_01782	1942	2176	2007	1925	3264	926
gene-SAOUHSC_01783	CP000253.1	1682384	1682485	+	102	SAOUHSC_01783	36	44	55	5	6	2
gene-SAOUHSC_01784	CP000253.1	1682449	1682805	-	357	SAOUHSC_01784	30205	25005	25158	9318	12262	1862
gene-SAOUHSC_01785	CP000253.1	1682852	1683052	-	201	SAOUHSC_01785	28625	22919	23458	8283	11843	867
gene-SAOUHSC_01786	CP000253.1	1683081	1683608	-	528	SAOUHSC_01786	43916	37647	36527	14374	17123	3314
gene-SAOUHSC_01787	CP000253.1	1683837	1685330	-	1494	SAOUHSC_01787	6175	4902	5969	31236	57389	9370
gene-SAOUHSC_01788	CP000253.1	1685756	1687693	-	1938	SAOUHSC_01788	6533	5593	4272	28195	80371	15028
gene-SAOUHSC_01789	CP000253.1	1687891	1688013	-	123	SAOUHSC_01789	7071	6669	5058	18417	32571	1041
gene-SAOUHSC_01791	CP000253.1	1688106	1689026	-	921	SAOUHSC_01791	7612	6734	6061	10561	12704	2159
gene-SAOUHSC_01792	CP000253.1	1689026	1690426	-	1401	SAOUHSC_01792	7047	6183	4928	12758	13491	2341
gene-SAOUHSC_01793	CP000253.1	1690427	1690897	-	471	SAOUHSC_01793	2519	2470	1847	5907	7163	884
gene-SAOUHSC_01794	CP000253.1	1691107	1692132	-	1026	SAOUHSC_01794	19882	27446	18789	20113	22164	891
gene-SAOUHSC_01795	CP000253.1	1692302	1692925	-	624	SAOUHSC_01795	4854	3291	3947	4224	6304	1220
gene-SAOUHSC_01796	CP000253.1	1692941	1693813	-	873	SAOUHSC_01796	3844	2961	3176	4415	4915	554
gene-SAOUHSC_01797	CP000253.1	1693829	1696459	-	2631	SAOUHSC_01797	9080	6665	6386	11815	12031	1459
gene-SAOUHSC_01798	CP000253.1	1696753	1698240	-	1488	SAOUHSC_01798	2392	1565	2431	1265	1176	80
gene-SAOUHSC_01799	CP000253.1	1698739	1700400	-	1662	SAOUHSC_01799	6106	4103	4543	3950	3810	344
gene-SAOUHSC_01800	CP000253.1	1700400	1701104	-	705	SAOUHSC_01800	1292	936	911	2565	3244	408
gene-SAOUHSC_A01723	CP000253.1	1701056	1701274	+	219	SAOUHSC_A01723	18	23	17	13	8	0
gene-SAOUHSC_01801	CP000253.1	1701494	1702762	-	1269	SAOUHSC_01801	14448	10047	9857	6306	5134	1032
gene-SAOUHSC_01802	CP000253.1	1702811	1703668	-	858	SAOUHSC_01802	5947	4541	4213	3286	2770	444
gene-SAOUHSC_01803	CP000253.1	1704280	1705641	+	1362	SAOUHSC_01803	7923	6204	4367	28867	36558	5095
gene-SAOUHSC_01804	CP000253.1	1705674	1706480	-	807	SAOUHSC_01804	314	249	265	188	138	11
gene-SAOUHSC_01805	CP000253.1	1706498	1707325	-	828	SAOUHSC_01805	299	191	173	118	122	13
gene-SAOUHSC_01806	CP000253.1	1707966	1709723	-	1758	SAOUHSC_01806	11443	8799	7082	38968	31343	11119
gene-SAOUHSC_01807	CP000253.1	1709745	1710668	-	924	SAOUHSC_01807	4048	3549	2938	9448	13563	6992
gene-SAOUHSC_01808	CP000253.1	1710982	1711926	-	945	SAOUHSC_01808	12468	7729	10189	6831	8416	1903
gene-SAOUHSC_01809	CP000253.1	1711926	1712783	-	858	SAOUHSC_01809	7941	5424	6186	5219	6627	986
gene-SAOUHSC_01810	CP000253.1	1712978	1714207	-	1230	SAOUHSC_01810	6500	4180	4800	4512	6432	1883
gene-SAOUHSC_01811	CP000253.1	1714657	1717854	-	3198	SAOUHSC_01811	17683	13745	11894	18276	16020	2677
gene-SAOUHSC_01812	CP000253.1	1717875	1718816	-	942	SAOUHSC_01812	4584	3410	2927	4240	4083	811
gene-SAOUHSC_01813	CP000253.1	1719077	1720375	-	1299	SAOUHSC_01813	5225	4079	3155	6040	5611	1060
gene-SAOUHSC_01814	CP000253.1	1720580	1720993	+	414	SAOUHSC_01814	6814	5173	4803	9452	8992	1282
gene-SAOUHSC_01815	CP000253.1	1721298	1721987	-	690	SAOUHSC_01815	7120	6633	5173	13059	12034	2402
gene-SAOUHSC_01816	CP000253.1	1722162	1723217	+	1056	SAOUHSC_01816	2840	1974	1979	4635	5449	1314
gene-SAOUHSC_01817	CP000253.1	1723311	1723409	-	99	SAOUHSC_01817	467	296	289	676	487	40
gene-SAOUHSC_01818	CP000253.1	1723533	1724651	-	1119	SAOUHSC_01818	14353	14816	9362	12346	14264	3278
gene-SAOUHSC_01819	CP000253.1	1724792	1725292	+	501	SAOUHSC_01819	19625	17186	8251	51371	46780	23023
gene-SAOUHSC_01820	CP000253.1	1725538	1726740	-	1203	SAOUHSC_01820	10669	8695	7090	8761	7158	1271
gene-SAOUHSC_01821	CP000253.1	1726828	1727775	-	948	SAOUHSC_01821	2120	1542	1253	2849	2103	245
gene-SAOUHSC_01822	CP000253.1	1727898	1728392	-	495	SAOUHSC_01822	6345	4487	3205	9679	6471	673
gene-SAOUHSC_01823	CP000253.1	1728490	1729260	-	771	SAOUHSC_01823	1317	1243	1186	1120	2030	190
gene-SAOUHSC_01824	CP000253.1	1729304	1730527	-	1224	SAOUHSC_01824	2406	2364	2049	1843	2803	703
gene-SAOUHSC_01825	CP000253.1	1730527	1731675	-	1149	SAOUHSC_01825	1830	1556	1466	1437	2097	137
gene-SAOUHSC_01826	CP000253.1	1731824	1731964	+	141	SAOUHSC_01826	226	189	138	217	153	61
gene-SAOUHSC_01827	CP000253.1	1732038	1733732	-	1695	SAOUHSC_01827	26706	18315	18860	26912	25715	2967
gene-SAOUHSC_01828	CP000253.1	1733869	1734333	+	465	SAOUHSC_01828	1232	811	797	2003	2165	636
gene-SAOUHSC_01829	CP000253.1	1734577	1735179	+	603	SAOUHSC_01829	66087	68085	56046	40858	47870	10070
gene-SAOUHSC_A01754	CP000253.1	1735252	1735506	+	255	SAOUHSC_A01754	127	60	72	87	89	13
gene-SAOUHSC_01830	CP000253.1	1735395	1736138	-	744	SAOUHSC_01830	1029	724	797	713	1092	197
gene-SAOUHSC_01831	CP000253.1	1736218	1736664	+	447	SAOUHSC_01831	1330	1135	762	1810	2181	379
gene-SAOUHSC_01832	CP000253.1	1736778	1737938	+	1161	SAOUHSC_01832	1432	1293	785	18393	23723	3919
gene-SAOUHSC_01833	CP000253.1	1737925	1739529	+	1605	SAOUHSC_01833	2933	2372	2013	17505	22332	3153
gene-SAOUHSC_01834	CP000253.1	1739623	1739718	+	96	SAOUHSC_01834	117	95	91	209	234	46
gene-SAOUHSC_01835	CP000253.1	1739679	1740809	-	1131	SAOUHSC_01835	2652	2037	2256	7262	10731	743
gene-SAOUHSC_01836	CP000253.1	1740916	1742382	-	1467	SAOUHSC_01836	7862	5699	5912	5028	5855	799
gene-SAOUHSC_01837	CP000253.1	1742510	1743127	-	618	SAOUHSC_01837	1535	1124	1038	2707	3256	543
gene-SAOUHSC_01838	CP000253.1	1743299	1744573	+	1275	SAOUHSC_01838	3910	2991	1855	8097	9199	2188
gene-SAOUHSC_01839	CP000253.1	1744667	1745929	-	1263	SAOUHSC_01839	1201	756	719	1554	1831	244
gene-SAOUHSC_01840	CP000253.1	1746311	1747216	+	906	SAOUHSC_01840	603	341	440	830	1113	64
gene-SAOUHSC_01841	CP000253.1	1747196	1747288	-	93	SAOUHSC_01841	1	0	0	0	0	1
gene-SAOUHSC_01843	CP000253.1	1747419	1750106	-	2688	SAOUHSC_01843	2767	1856	1673	1159	1366	147
gene-SAOUHSC_01844	CP000253.1	1750105	1750194	+	90	SAOUHSC_01844	7	7	6	3	5	2
gene-SAOUHSC_01845	CP000253.1	1750440	1752107	-	1668	SAOUHSC_01845	11024	9096	5572	16524	21607	5739
gene-SAOUHSC_01846	CP000253.1	1752547	1754253	-	1707	SAOUHSC_01846	3958	4559	2432	8451	16633	2830
gene-SAOUHSC_01847	CP000253.1	1754422	1755054	+	633	SAOUHSC_01847	1091	1115	641	3617	4341	659
gene-SAOUHSC_01849	CP000253.1	1755079	1756248	+	1170	SAOUHSC_01849	2097	2228	1215	4527	5993	1410
gene-SAOUHSC_01850	CP000253.1	1756346	1757335	-	990	SAOUHSC_01850	20424	14090	13260	17486	27846	2321
gene-SAOUHSC_01851	CP000253.1	1757408	1757521	-	114	SAOUHSC_01851	1	1	2	3	1	1
gene-SAOUHSC_01852	CP000253.1	1757875	1758966	-	1092	SAOUHSC_01852	5442	3675	3665	22595	39297	5386
gene-SAOUHSC_01853	CP000253.1	1759427	1759531	-	105	SAOUHSC_01853	18	20	15	23	25	1
gene-SAOUHSC_01854	CP000253.1	1759666	1761183	-	1518	SAOUHSC_01854	37611	30764	25202	58055	75294	25058
gene-SAOUHSC_01855	CP000253.1	1761257	1761748	-	492	SAOUHSC_01855	37198	28492	20992	55532	32326	6490
gene-SAOUHSC_01856	CP000253.1	1761822	1763135	-	1314	SAOUHSC_01856	10337	7777	7332	12993	18520	2224
gene-SAOUHSC_01857	CP000253.1	1763159	1766983	-	3825	SAOUHSC_01857	20331	15024	13672	28717	37127	8350
gene-SAOUHSC_01858	CP000253.1	1767004	1767600	-	597	SAOUHSC_01858	1544	1037	976	2349	2863	935
gene-SAOUHSC_01859	CP000253.1	1767629	1768486	-	858	SAOUHSC_01859	1677	1141	1161	2204	1848	340
gene-SAOUHSC_01860	CP000253.1	1768586	1768897	-	312	SAOUHSC_01860	2105	1411	1270	4945	4511	1302
gene-SAOUHSC_01861	CP000253.1	1768962	1770038	-	1077	SAOUHSC_01861	3505	2188	2223	3527	3947	1151
gene-SAOUHSC_01863	CP000253.1	1770125	1770436	+	312	SAOUHSC_01863	2038	1318	1590	4349	4133	220
gene-SAOUHSC_01864	CP000253.1	1770561	1771403	-	843	SAOUHSC_01864	2153	1635	1360	2536	3233	889
gene-SAOUHSC_01865	CP000253.1	1771873	1772517	-	645	SAOUHSC_01865	15080	11990	12259	12631	18016	2880
gene-SAOUHSC_01866	CP000253.1	1772532	1773257	-	726	SAOUHSC_01866	16979	13706	12260	19485	21922	7855
gene-SAOUHSC_01867	CP000253.1	1773873	1774721	-	849	SAOUHSC_01867	4233	2940	3264	4834	6220	1111
gene-SAOUHSC_01868	CP000253.1	1774725	1776134	-	1410	SAOUHSC_01868	3122	2396	1989	9729	11439	5760
gene-SAOUHSC_01869	CP000253.1	1776998	1777420	-	423	SAOUHSC_01869	7490	7926	5990	19222	32921	4004
gene-SAOUHSC_01870	CP000253.1	1777437	1778132	-	696	SAOUHSC_01870	4450	3353	3529	4683	7260	1000
gene-SAOUHSC_01871	CP000253.1	1778129	1779790	-	1662	SAOUHSC_01871	4576	3437	3171	6643	6279	1332
gene-SAOUHSC_01872	CP000253.1	1780197	1781465	+	1269	SAOUHSC_01872	2000	1831	1469	2251	2978	813
gene-SAOUHSC_01873	CP000253.1	1781582	1788142	-	6561	SAOUHSC_01873	6853	4625	5008	2275	2319	339
gene-SAOUHSC_01874	CP000253.1	1788485	1788796	-	312	SAOUHSC_01874	482	351	355	827	1509	652
gene-SAOUHSC_01875	CP000253.1	1788818	1791235	-	2418	SAOUHSC_01875	3665	3140	2547	6951	7684	2366
gene-SAOUHSC_01876	CP000253.1	1791523	1792704	-	1182	SAOUHSC_01876	2459	2338	1639	2879	2281	602
gene-SAOUHSC_01877	CP000253.1	1792814	1793767	+	954	SAOUHSC_01877	3044	2297	1810	3928	3970	1044
gene-SAOUHSC_01878	CP000253.1	1793764	1794327	+	564	SAOUHSC_01878	2357	1676	1475	2836	2931	228
gene-SAOUHSC_01879	CP000253.1	1794447	1794848	-	402	SAOUHSC_01879	6819	5203	4859	7498	6627	443
gene-SAOUHSC_01880	CP000253.1	1795368	1795592	-	225	SAOUHSC_01880	157	107	108	80	120	11
gene-SAOUHSC_01881	CP000253.1	1795589	1796080	-	492	SAOUHSC_01881	200	155	157	112	90	6
gene-SAOUHSC_01882	CP000253.1	1796427	1797254	-	828	SAOUHSC_01882	7414	5051	4727	5870	6027	896
gene-SAOUHSC_01883	CP000253.1	1797257	1797376	-	120	SAOUHSC_01883	15	8	25	11	35	5
gene-SAOUHSC_01884	CP000253.1	1797488	1798489	+	1002	SAOUHSC_01884	4825	6078	2730	28273	40065	5552
gene-SAOUHSC_01886	CP000253.1	1798611	1799075	-	465	SAOUHSC_01886	1240	1234	944	1434	1268	293
gene-SAOUHSC_01887	CP000253.1	1799088	1800269	-	1182	SAOUHSC_01887	2634	3058	2426	2482	2974	472
gene-SAOUHSC_01888	CP000253.1	1800280	1800912	-	633	SAOUHSC_01888	1486	1623	1230	1309	1344	305
gene-SAOUHSC_01889	CP000253.1	1800919	1801923	-	1005	SAOUHSC_01889	2718	3222	2336	2962	2924	1007
gene-SAOUHSC_01890	CP000253.1	1802443	1803945	-	1503	SAOUHSC_01890	903	670	658	888	899	160
gene-SAOUHSC_01891	CP000253.1	1804468	1804782	+	315	SAOUHSC_01891	544	480	420	323	497	13
gene-SAOUHSC_01893	CP000253.1	1804782	1806074	+	1293	SAOUHSC_01893	1937	1691	1815	1165	1503	65
gene-SAOUHSC_01894	CP000253.1	1806092	1806487	+	396	SAOUHSC_01894	956	842	887	620	610	169
gene-SAOUHSC_01895	CP000253.1	1806782	1807636	-	855	SAOUHSC_01895	8653	7224	6513	9304	12024	1659
gene-SAOUHSC_01896	CP000253.1	1807912	1808136	-	225	SAOUHSC_01896	1174	787	813	1781	2175	115
gene-SAOUHSC_01897	CP000253.1	1808335	1808805	+	471	SAOUHSC_01897	882	618	911	1416	1421	73
gene-SAOUHSC_01898	CP000253.1	1808918	1809361	+	444	SAOUHSC_01898	1029	759	1050	1859	2560	67
gene-SAOUHSC_01899	CP000253.1	1809348	1809791	-	444	SAOUHSC_01899	1214	901	1078	1926	2349	102
gene-SAOUHSC_01900	CP000253.1	1810087	1810722	+	636	SAOUHSC_01900	1316	758	1063	536	377	32
gene-SAOUHSC_01901	CP000253.1	1811162	1811875	-	714	SAOUHSC_01901	7221	5355	2910	12293	12716	877
gene-SAOUHSC_01902	CP000253.1	1812135	1812437	+	303	SAOUHSC_01902	58	27	43	298	250	26
gene-SAOUHSC_01903	CP000253.1	1812693	1813058	+	366	SAOUHSC_01903	65	51	47	149	202	22
gene-SAOUHSC_01904	CP000253.1	1813055	1813408	+	354	SAOUHSC_01904	121	76	77	102	141	14
gene-SAOUHSC_01905	CP000253.1	1813964	1814788	+	825	SAOUHSC_01905	293	243	259	132	122	10
gene-SAOUHSC_01906	CP000253.1	1814821	1815429	+	609	SAOUHSC_01906	123	72	92	77	20	30
gene-SAOUHSC_01907	CP000253.1	1815492	1816325	-	834	SAOUHSC_01907	1297	1127	600	2146	2926	1100
gene-SAOUHSC_01908	CP000253.1	1816537	1817445	-	909	SAOUHSC_01908	9618	7730	6733	10554	11695	576
gene-SAOUHSC_01909	CP000253.1	1817570	1818763	-	1194	SAOUHSC_01909	9156	7001	7263	9276	11362	2798
gene-SAOUHSC_01910	CP000253.1	1819134	1820726	+	1593	SAOUHSC_01910	39105	40187	24487	32767	38694	5765
gene-SAOUHSC_01911	CP000253.1	1820862	1821347	-	486	SAOUHSC_01911	935	876	745	1295	2087	92
gene-SAOUHSC_01912	CP000253.1	1821722	1822468	-	747	SAOUHSC_01912	972	661	589	494	346	121
gene-SAOUHSC_01913	CP000253.1	1822473	1822946	-	474	SAOUHSC_01913	215	184	159	120	144	17
gene-SAOUHSC_01914	CP000253.1	1823012	1823269	+	258	SAOUHSC_01914	933	690	579	1468	1843	216
gene-SAOUHSC_01915	CP000253.1	1823266	1824267	-	1002	SAOUHSC_01915	978	638	570	850	792	177
gene-SAOUHSC_01916	CP000253.1	1824272	1825750	-	1479	SAOUHSC_01916	995	682	549	994	993	305
gene-SAOUHSC_01917	CP000253.1	1825909	1826364	-	456	SAOUHSC_01917	527	330	379	97	116	5
gene-SAOUHSC_01918	CP000253.1	1826667	1827317	+	651	SAOUHSC_01918	11141	14722	8971	11361	9209	1177
gene-SAOUHSC_01919	CP000253.1	1827398	1828393	+	996	SAOUHSC_01919	17879	21725	14248	14280	8912	1833
gene-SAOUHSC_01920	CP000253.1	1828469	1829095	+	627	SAOUHSC_01920	427	359	334	474	389	27
gene-SAOUHSC_01921	CP000253.1	1829136	1829480	+	345	SAOUHSC_01921	249	166	161	224	129	6
gene-SAOUHSC_01922	CP000253.1	1829578	1830129	+	552	SAOUHSC_01922	552	329	357	397	386	37
